titel,inhoud,wdka-tijdelijk,url,vorm1,vorm2,vorm3,onderwerp1,onderwerp2,onderwerp3,academie,afdeling,graad,jaar
ULTIMATUM,"Voor mijn afstudeerproject wilde ik iets ontwerpen waarin ik geloof: in de vier jaar van de opleiding Design aan HKU was mijn doel om zoveel mogelijk te leren over verschillende varianten van design. Ik ben erachter gekomen dat ik mij het beste kan uiten met het ontwerpen van kleding. Kleding heeft namelijk iets persoonlijks, omdat je jezelf elke dag kleedt en dus erg bewust bezig bent met de vormgeving hiervan. Daarom wijd ik hier mijn allergrootste project van deze afgelopen vier jaar aan.  Ik heb een eigen merk ontworpen en hierin heb ik al mijn skills die ik de afgelopen leerjaren heb opgestoken op HKU willen laten samenkomen, zodat ik mijn visie op kleding en vormgeving kan uiten in dit afstudeerproject. Dit is dan ook wat ik zal tonen tijdens exposure.",,https://exposure.hku.nl/portfolio/4731388/caner-yasar,kledingstuk,-,-,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
ODE AAN DE HANDEN EN HET WERK,"Van kinds af aan ben ik bezig met creëren met mijn handen. In die tijd was alles wat ik deed, ervoer en voelde nog een wereldontdekking en zelfs de kleinste steen was even bijzonder als het meest zeldzame mineraal. Alles had waarde en alles was bijzonder, het raakte me en ik ervoer de wereld puur vanuit gevoel.In mijn laatste jaar aan de academie merkte ik tot mijn schrik dat ik deze houding die ik zo koesterde aan het kwijt raken was. Om deze terug te krijgen heb ik in mijn project een zoektocht gestart naar een manier van de wereld ervaren door middel van mijn handen en de interactie met materiaal. Een zoektocht naar een manier van om je heen kijken die ik vergeten was en die voor mij als maker essentieel is.voor mijn onderzoeksverslag verwijs ik u door naar deze link:www.youtube.com/watch?v=d4eOWMJAO18&feature=youtu.be",,https://exposure.hku.nl/portfolio/4730526/mayra-westerik,installatie,video,-,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Universal Delight,"Universal Delight' is een melancholische luchtspiegeling van devotie, symboliek en materialiteit.  Als een eigentijds simulacrum in proces en beeld toon ik mijn liefde voor kleine details. Het werk is beïnvloed door batik, glas in lood, houtsnijwerk, bas-reliëfs en persoonlijke bezittingen van waarde.",,https://exposure.hku.nl/portfolio/4763066/paul-vandenberg,illustratie,-,-,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Soelaas,"Soelaas' (zn): zorgen dat iets minder erg wordt, verlichting geven, helpenAls ik in een snackbar zit, bij een wasserette naar binnen kijk, of door een halfleeg winkelcentrum loop, voel ik mij fijn, getroost. We hoeven hier niet te doen alsof; Alsof we altijd gezond eten, alsof we nooit eenzaam zijn, alsof we het leven onder de knie hebben. Plekken zoals deze, plekken die een soort onkunde, treurigheid en eenzaamheid van de mens uitstralen, laten mij zien dat de mens niet perfect is, maar ook dat dit oké is en dat het hoort bij ons mens-zijn. Door het verbeelden van de sfeer van deze plekken wil ik hetzelfde effect bereiken als het effect dat snackbars op mij hebben: het bieden van soelaas.",,https://exposure.hku.nl/portfolio/4725049/anna-reerds,installatie,video,-,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
(Non-)Existent,"Schimmen uit een onbepaalde tijd reizen omhoog en willen naar buiten. Zij zijn onbestaand en toch bestaand en dus verdienen zij een plek, buiten mij.k.cornelis@outlook.com06 527 954 46",,https://exposure.hku.nl/portfolio/4725201/koen-cornelis,,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Binnenste-Uiten,"Plaats jij jouw eigen perspectief wel eens op een ander? Niet zo gek, want wat jij ziet en denkt, is jouw waarheid. Gelukkig zijn er heel veel waarheden, want iedereen is anders. Maar een ander perspectief is soms moeilijk te begrijpen.Met mijn cocktailbar wordt de diversiteit van introverte en extraverte eigenschappen bespreekbaar. Door deze zichtbaar te maken, ontstaat hier uit nieuwsgierigheid een gesprek over. Want als we praten over wat we nodig hebben, kunnen we elkaar iets beter begrijpen.",,https://exposure.hku.nl/portfolio/4736582/ilse-martens,,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
DIMENSIONS,"Onder de naam VELOWA werkt Debora Klop aan een oneindig ontwerpend onderzoek door ruimte en dimensies.Dit onderzoek is als een mind map waar steeds meer nieuwe punten uit voortvloeien. Door het gebruik van digitaal ontwerpen creëert ze telkens weer een nieuwe richting. In de volgende ontwerpfase kan elk materiaal van toepassing zijn.Het oneindige onderzoek heeft hier de focus op meerdere dimensies. Door middel van ontwerpend onderzoeken zoekt ze naar antwoorden op de vragen hoe dimensies zich tot elkaar verhouden en probeert ze met beelden ‘bestaande’ en ‘niet-bestaande’ ruimte te vangen en de onbereikbaarheid van meerdere dimensies bereikbaar, zichtbaar en tastbaar te maken.Ze presenteert hier verschillende uitwerkingen uit het onderzoek in meerdere dimensies.",,https://exposure.hku.nl/portfolio/4731663/debora-klop,,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
NFOLD,"NFOLD Backpacks - 3 in 1: backpack, tent and sleeping mat.",,https://exposure.hku.nl/portfolio/4760951/anouk-devries,rugzak,-,-,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
first rhythm - second verse,"My work evolved from my fascination for ceramics and its secrets, in this case its acoustics.First rhythm is my first graduation work, after this work second verse evolved, both works are kinetic sound installations.Second verse is my final graduation work, an installation that will differ in composition depending on the space the installation will be in, this way the installation will become a “presence” in a space.Second verse is about experiencing. It’s about accessibility, understanding the work in your own way and to be able to relate to the work in your own way, no matter how old you are or what language you speak. The language we speak is not the first language we learn, the first language we learn is observing, using our senses, and experiencing everything that’s around you.I want people to observe, be aware of their environment and break daily routine. I want to give people the sense of wonder.",,https://exposure.hku.nl/portfolio/4731464/jonne-stout,installatie,instrument,-,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
"Being, in society.","My graduation work is about how to become our authentic selves in a larger context, i.e. society. Being both, process and end product, my work shows who I am physically, spiritually, mentally and visually. Diving deeper into ‘the self without any conventions’, by asking the other who they are; inviting them to engage with me. The space creates an opportunity for dialogue and eliminates the need for our societal boundaries.",,https://exposure.hku.nl/portfolio/4716263/renzo-depablo,,,,authenticiteit,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Corroded,"Met het werk ‘Corroded’ wil ik de schoonheid van chemische verwering laten zien. Het werk bestaat uit 3 objecten van verschillende soorten metaal. Koper, Messing en Staal. Deze objecten zijn aangetast door verschillende zuren. Hierdoor ontstaan prachtige kleuren en patronen die verborgen zitten in het materiaal.",,https://exposure.hku.nl/portfolio/4730406/sem-ketelaar,vaas,-,-,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Gimmick,"Je kent ze vast wel: van die producten die wel grappig zijn om te hebben. Ze hebben vaak het uiterlijk van een ander product maar ondersteunen niet de functie. Je vindt ze vaak bij winkels zoals de So Low, Action of de Flying Tiger. Oftewel Gimmicks!Ik vond in één van deze winkels een mok. Deze was bedrukt met een afbeelding van een Nes Controller.Deze producten belanden vaak achterin de kast of bij het vuilnis doordat het geen echte functie heeft maar een leuke tijdelijke gimmick was.Bij het zien van deze producten vroeg ik mezelf af: “hoe zou het zijn als bijvoorbeeld zo’n mok ook echt zou werken?”Tijdens dit project ben ik het spel met mijzelf als ontwerper aangegaan. Ik speelde met de balans tussen functionaliteit en zinloosheid. Verliest men minder snel interesse in een zinloos product wanneer het ook echt werkt?",,https://exposure.hku.nl/portfolio/4737982/daan-engelbart,mok,-,-,dysfunctionaliteit,zinloosheid,-,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
DigiQubes,"In dit project ben ik opzoek gegaan naar nieuwe manieren om digitaal 3D te tekenen. De aanleiding hiervoor is dat de technologie van tegenwoordig zo snel gaat, dat het soms moeilijk is bij te houden. Wat hierdoor gebeurd is dat de kloof tussen digibeten en digirati met de dag groter wordt. Omdat dit een breed begrip is ben ik mij gaan richten op de ontwerp kant van de digitale wereld. Wat ik heb ontdekt is dat het veel tijd vergt om een 3D tekenprogramma te begrijpen, laat staan er goed in te worden.Ik heb daarom geprobeerd een brug te slaan tussen de wereld van de digibeten en de digirati. Zodoende heb ik een product ontworpen en geproduceerd, waarbij de gebruiker zonder enige kennis van computers en 3D tekenprogramma toch digitaal kan tekenen. De gebruiker kan door middel van bouwstenen “pixels” een gewenst beeld creëren wat interactief correspondeert met een digitaal 3D beeld op een computer of tv scherm. Zo kan de gebruiker eenvoudig een 2D of 3D beeld maken en deze opslaan.",,https://exposure.hku.nl/portfolio/4737885/brian-vanderkooij,,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
(UN)FOLDED,"Het vormen van onze perceptie wordt opgebouwd uit binnen gekregen informatie die wij filteren op basis van onze aandacht, ervaring, behoeften en voorkeuren. Het beeld dat dit selectie proces schetst stelt ons in staat onze omgeving en de objecten die zich daarin bevinden te bevatten en begrijpen.(UN)FOLDED is een onderzoek naar de gebieden, ruimtes en kanten binnen het object en zijn omgeving die tijdens ons selectie proces achterwege zijn gelaten. Deze nagelaten informatie wordt op sculpturale wijze geanalyseerd, en ontvouwd zich tot een verschuiving in perceptie op het gebanaliseerd object. De ontheffing van het object uit  zijn van origine bedoelde functie creëert een ruimte waarin het object los komt te staan van tijd en zijn associaties en waarin de huidige omstandigheden van het materiaal leiden. Het resultaat is een vervreemdend beeld waarin de kijker wordt meegenomen naar het schemergebied tussen herkenning en dissociatie.",,https://exposure.hku.nl/portfolio/4735930/sharista-dijkman,,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
WARM COLORS,"Heat is one of our primary needs in life. It is incorporated in all parts of our interior but these expressions often have no special added aesthetic value. Since functionality adds value to aesthetics for me I developed Warm Colors.‘Warm Colors’ is a spherical radiator that participates prominently in your interior. By use of thermal pigments, the color changes when it’s heated. Because of this change in color it brings a visual awareness of our use of heat in our homes.",,https://exposure.hku.nl/portfolio/4736835/eva-trip,,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
GD-RN-03,"GD-RN-03Wanneer je niet meer kan bewegen.Je krijgt niets meer door je strot.Te eigenwijs om weg te rotten.Dan is het fossiel je lot.Wanneer gaan wij waarde geven aan spullen omdat het bewaard is gebleven? Oftewel wanneer verandert iets in een fossiel?Wanneer gaan we onze oude auto als een gehandicapt huisdier beschouwen? En wat zitten er eigenlijk voor verhalen in je handtas? Mijn naam is Manon Vermeulen, en dit is waar ik mij mee bezig houd.",,https://exposure.hku.nl/portfolio/4731225/manon-vermeulen,,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
FLOCK,"Flock -  zwerm, kudde, vlok, roedel, compactUit haar pure vorm laat zich schoonheid en eenvoud zien. Ik heb het tastbaar willen maken, het laten voelen en ervaren door middels een kwetsbaar materiaal. De gevoeligheid van keramiek maakt het onnatuurlijk om het op een andere manier te gebruiken dan gebruikelijk. Door keramiek via deze weg verder uit haar context te halen ontstond deze serie. Eerst een installatie waarbij herhaling het werk zowel beeldend als ritmisch in beweging zet, hier is geluid een meegegeven. De herhaling heeft elkaar nodig om daadwerkelijk 'geluid' te kunnen maken. Waar in het vervolg beweging en geluid zijn omgedraaid, de interactie die het met elkaar legt wil ik aan jullie tonen aan de hand van deze serie.Het hoeft 'niks' te zijn, de tonen van geluiden, de beweging uit herhaling.. Laat je het willen vergelijken, raak het aan en laat het je telkens weer opnieuw doen. Kijk, probeer en verwonder.",,https://exposure.hku.nl/portfolio/4755509/kaylee-leemhuis,installatie,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
MEMORIAL VASES,"Er zijn een aantal dingen in het leven waar wij niet teveel bij stilstaan. Eén daarvan is het overlijden van een dierbare. Zo nu en dan schiet het wel eens door je gedachte, waarbij jij jezelf de vraag stelt “Wat als?” Voor mij werd deze vraag “Wat nu?”.Ik kwam daarbij tot het inzicht dat momenteel de urn voornamelijk een losstaand kunst object blijft, bijvoorbeeld een pot of een vierkante doos. Naar mijn mening moet een urn een positief onderdeel van het huis uitmaken. Een ontwerp dat deel neemt aan de ruimte, goed voelt en gezien mag worden.Memorial Vase is een urn die tegelijkertijd ook een vaas is en met elkaar één geheel vormen, waardoor de urn een plek midden in de ruimte kan krijgen. En plek die het verdient! Omdat je in eerste instantie niet door hebt dat het om een urn gaat, maar alleen een vaas ziet. Als er dan bezoek wordt ontvangen, dan kun je zelf de keuze maken het gesprek wel of niet te beginnen. De twee delen zijn los van elkaar te gebruiken.",,https://exposure.hku.nl/portfolio/4730176/kelly-weij,,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Reminiscing Campfires,"Een vuur is meer dan alleen warmte en licht. Het zit barstensvol verschillende functies: het stimuleert een bepaalde dialoog met het kampvuur en elkaar. Door middel van een alternatief kampvuur wil ik meer samenhorigheid creëren tussen mensen. Reminiscing Campfires is een tool die mensen uitnodigt tot samenhorigheid en gezelligheid. Dit soort momenten zie ik al jaren bij de scouting. In de stad Utrecht ervaar ik deze vorm van verbintenis minder. Daarom heb ik het kampvuur losgetrokken uit zijn conventionele vorm. Het dient nu als tool om mensen te betrekken bij het kampvuur buiten zijn normale context en doelgroep. Zo functioneert mijn werk als intermediaire tussen twee verschillende werelden. Door middel van dit elektrische kampvuur breng ik deze ervaring naar mensen in de stedelijke omgeving, zowel buiten als binnen. Zo breng ik mensen meer in contact met zichzelf en elkaar en hoop ik ruimte te creëren voor oprechte connecties.",,https://exposure.hku.nl/portfolio/4716638/finn-goodman,,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
STAIN,"Een sample lijn van herenkleding met de volgende thema's: duurzaamheid, een ode aan De Amsterdamse School (met in het bijzonder de kunst van het glas in lood), draagbaarheid en heren fashion met een chique tint. Mijn productie zal eerlijk en transparant zijn.",,https://exposure.hku.nl/portfolio/4736254/max-cobelens,kledingstuk,,,duurzaamheid,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
A gathering of,An ensemble consisting out of observations.,,https://exposure.hku.nl/portfolio/4758381/richard-guenne,,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
ALL BOUNDARIES ARE CONVENTIONS,"All Boundaries are Conventions - is a series of works in which speculative designer Rowan Sörelid challenges the audience with a range of questions concerning our reality.By shedding light on divergent areas in reference to human consciousness.And by shifting our perspective on how we perceive, manipulate, and condition our manifestation within the three-dimensional and spiritual confinement.The items on display at HKU Exposure question Reaction, Artifacts and Suggestion.",,https://exposure.hku.nl/portfolio/4725970/rowan-sorelid,,,,,,,Hogeschool voor de Kunsten Utrecht,Product Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Als thuis.,"Zijn we wel echt wie we willen zijn? Ik had sterk het gevoel gestuurd te worden door de maatschappij, ik maakte niet de keuzes waar ik volledig achter stond. Door een persoonlijk onderzoek te starten ben ik tot inzichten gekomen, ik ervaarde dat ik me niet goed voelde bij mijn manier van leven. Millennials zijn te veel bezig met hoe anderen over hen denken of hoe ze beter kunnen presteren. In mijn ogen zouden ze zich er meer bewust van moeten zijn dat een vertrouwde omgeving bijdraagt aan een goed gevoel. Het thuisgevoel geeft een vertrouwd gevoel waar je altijd op terug kan vallen. In mijn project wil ik inspireren met ervaringen van anderen over wat voor hen een thuisgevoel is. Ik wil het belang in laten zien van een gevoel. Dit komt samen in de vorm van een ruimtelijke setting. Hierin kun je geïnspireerd worden, zelf beleven en ervaren en anderen inspireren met jouw gewoonten, interesses, herinneringen, gedachten en gevoelens.",,https://exposure.hku.nl/portfolio/4730900/yalisa-rossen,installatie,video,-,millenials,identiteit,lokaliteit,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
CECI N'EST PLUS LA CAMARGUE,"Zie jij het landschap voor wat het werkelijk is? Wanneer we denken ons in de natuur te begeven, bewegen we ons meestal door strakgetrokken, intensieve productielandschappen met onzichtbare problemen. Dit geldt ook voor de Franse Camargue-delta, een oogverblindend landschap en ecologisch kruispunt voor vogels, maar ook een regio met intensieve rijstproductie. Door de grote rijkdom aan vogels is de regio sterk afhankelijk van ecotoerisme, maar de vogels blijven steeds vaker weg: het gevolg van onnatuurlijke landbouwpraktijken in combinatie met overstromingen, verdroging, verontreiniging en andere klimaatproblemen.Dit project laat zien hoe een regio in enkele jaren een drastische transformatie kan ondergaan, maar biedt ook een nieuw perspectief voor een delta van eindeloze schoonheid.",,https://exposure.hku.nl/portfolio/4721452/tim-kisner,illustratie,-,-,klimaatverandering,ecologie,-,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Ut tij is hekeerd,"Zeeland land van de zee we hebben er altijd tegen gevochten maar nu geven we ons over Het Nederlandse polderlandschapgemaakt continu in verandering Zoveel verhalen zoveel lagen Hoe maak je die ziel zichtbaaren zorg je dat het verhaalvoor altijd zal bestaan? Een wandelroute door de nieuwe Hedwigepolder. Voorheen akkers met verschillende gewassen, nu een natuurgebied met een getij. Door de vlonders zijn de oude contouren nog zichtbaar, en is het gebied bij zowel eb als vloed te betreden. De kenmerken, die de Hedwigepolder tekende, zijn zichtbaar aan het einde van de doodlopende vlonders op de route. Een landschap met zichtbare lagen, een tweede dimensie.",,https://exposure.hku.nl/portfolio/4708232/isabel-timmermans,activiteit,landschap,-,lokaliteit,geschiedenis,water,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
control room,"voel jij je soms ook zo volzo vol dat het leeg iszo leeg dat je even niets meer weetsprakelooszo leeg dat je even niets meer weetzo vol dat het leeg isvoel jij je soms ook zo volStress. Hoe ga jij er mee om?Uit mijn onderzoek zou ik kunnen concluderen dat stress je leven minder beïnvloedt als je dagelijks ontspant. Maar doen we dit wel - en hoe ontspan jij eigenlijk...?We leven in een 24/7 economie - en het lijkt steeds normaler om blootgesteld te worden aan stress en te lijden aan psychische problemen. Juist daarom is het belangrijk te weten hóe te ontspannen.Voorheen betekende ontspanning voor mij mezelf onderdompelen in passief vermaak.Tegenwoordig, ben ik er van overtuigd dat je pas optimaal kunt ont-spannen als je bewust bent van spanning.Gefascineerd door de mens (de psychologie, het menselijk lichaam - en vooral hoe dit functioneert) ben ik op zoek gegaan naar mijn ultieme ont-spanning.Stap in mijn ‘control room’ en word je bewust van je ademhaling.",,https://exposure.hku.nl/portfolio/4723070/floor-kruitz,,,,lichaam,,,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
An umbreliable prophecy,"The way we experience our public space isgoing to change in a way beyond ourimagination.the story about a changing climate has notactility that we can hold on to, also,there is no concrete statement that we canrely on in these therms.Based on facts and predictions, I used myskill as designer to make climate changemore tangible. So, I took the umbrella, to me a symbol ofweather and climate, and asked thequestion what the future role of thisproduct should be.Climate change is a fact, but we dont knowin which way. So I created a concept aboutsome of these predictions and reshaped itinto a climate adaptive umbrella.I believe that we should embrace climate changeand use it as a design tool, Because I believe that thebest things come from an inexaustiblesource.",,https://exposure.hku.nl/portfolio/4718498/ingmar-schroder,paraplu,-,-,klimaatverandering,-,-,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
De Groene velden',"Tegenwoordig leeft men in een eigen wereld, afgesloten van elkaar en de omgeving. Hoe kunnen we met elkaar leven en ons betrokken voelen bij de directe omgeving? Mijn fascinatie ligt bij het stedenbouwkundige plan van Veenendaal, de plaats waar ik ben opgegroeid. Hoe hebben ze Veenendaal in het verleden ontwikkeld en hoe wordt er tegenwoordig nieuw gebouwd. Dit plan gaat uit van de locatie 'De Groenevelden', waar woningen gelegen zijn in groene velden, ontstaan door de structuur van de vroegere vaarten. Woningen die refereren in vorm naar het verleden, de manier van positioneren en afwisseling in verdiepingshoogte zorgt voor eigenheid. Door een relatief kleine uitgeefbare ruimte, wordt men gedwongen om met elkaar de buitenruimte te gebruiken en daarvoor verantwoordelijk te zijn. Men leeft hier samen, voelt zich verantwoordelijk en leeft buiten. Een plek waar men geniet, in veiligheid kan wonen, bewegen en leven met elkaar.",,https://exposure.hku.nl/portfolio/4759188/madelon-jansen,,,,,,,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Roots of love,"Stel je eens voor hoe de wereld er uit zou zien als we letterlijk verbonden zouden zijn aan onze dierbaren. Een groot doolhof met verbindingen, wortels (Roots), die met elkaar communiceren en voor elkaar zorgen. Maar wat als ik jou vertel dat we hierin niet de enige zijn. Dat ook bomen dit doen, en misschien zelfs wel beter dan wij zelf.Een doolhof laat je keuzes maken, goed of foutHet laat je je eigen pad bewandelen, kort of langConfronteert je met je gevoel, hoopvol of verslagenMaar..De uitweg zal altijd te vinden zijn, samen of alleenMijn naam is Eline Verhoeven en mijn project is ontstaan uit mijn fascinatie voor de natuur gecombineerd met de liefde die ik voel voor de mensen om mij heen. Een project bedoelt voor wie zijn afkomst moet missen, zijn liefde is kwijtgeraakt of zijn dierbaren uit het oog is verloren. Doel: de mens dichter bij elkaar brengen!Locatie: je hart!",,https://exposure.hku.nl/portfolio/4706587/eline-verhoeven,paviljoen,-,-,de natuur,liefde,-,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Naar buiten treden,"Onze omgeving verandert constant. Als je door de stad loopt, kan je allerlei groene plekken zien die mensen zelf in de openbare ruimte gecreëerd hebben. Bijvoorbeeld de bewoners van Lombok die de openbare ruimte eigen hebben gemaakt door zitplekken en geveltuintjes aan te leggen. Deze plekken ontstaan door de behoefte van de bewoners. Dit is echter niet gebeurd in Tolsteeg en hierdoor verandert de openbare ruimte weinig. Ik heb door het vergelijken van de twee wijken een ontwerp voor Tolsteeg gemaakt. Met dit project kijk ik naar de mogelijkheden om bewoners meer te betrekken in de wijk, zo dat dit uiteindelijk bijdraagt aan de levendigheid van Tolsteeg.",,https://exposure.hku.nl/portfolio/4726247/lindy-beuk,,,,,,,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
De Epifyt: Starterswoning op de stad,"Momenteel is het lastiger dan ooit om een starterswoning te vinden in de grote steden in Nederland.Ik vind dat de woonstarter een onmisbare groep is binnen een stad.Een groep die bruist van de energie en staat te popelen om zijn leven op te bouwen.Een groep die de stad laat léven.De huidige generatie afstudeerders lijkt de boot te missen. Waar kom je terecht als je je studentenkamer uit moet? Ver buiten de stad? Of onbetaalbaar?Waarom zouden de starters van nu niet mogen neerstrijken op de stad?Bovenop de stedelijke structuur die er toch al is. Op daken, aan wanden of in loze ruimtes.Zoals een Epifyt in de natuur, die het organisme waarop hij zich vestigt in leven laat.Zie hier: De Epifytwoning",,https://exposure.hku.nl/portfolio/4756708/lennard-haan,,,,lokaliteit,,,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Sverige och Jag (Zweden en ik),"Mijn project is een heel persoonlijk project. Ik heb een droom, namelijk vertrekken naar Zweden. Het voelt als thuiskomen, al vanaf de eerste keer dat ik daar als klein meisje op vakantie ging. Om er te gaan wonen en werken is mijn droom. In mijn eentje vertrok ik daarom voor een stage naar zweden. Als eerste stap om mijn droom werkelijkheid te laten worden en om werkervaring als ontwerper op te doen.Ik zie dit als een groot onderzoek. Laten zien wat zweden te bieden heeft op gebied van design en architectuur, wat is er zo speciaal aan en waarom vind ik dat? Waarom voel ik me zo thuis in Zweden? En wat zijn de kansen voor mij als nieuwe designer. Maar ook wat doet deze reis met mij als persoon? Al deze vragen stel ik mezelf om de cirkel rond te krijgen en jullie een kijkje te geven in mijn gedachtes, mijn onderzoek te laten zien. Meer weten of mijn blog volgen over al mijn reizen? www.kimberleynusselder.com",,https://exposure.hku.nl/portfolio/4725015/kimberley-nusselder,foto,-,-,ervaringen,zweden,-,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
De kracht van een dorp,"Mijn doel is de kop van Noord-Holland cultureel aantrekkelijker te maken.Er is nooit te veel cultureel. Het fantastische landschap van de kop van Noord-Hollandkan hier een toevoeging aan geven. Het is niet alleen maar water en weiland. Hierdoor wordt het niet alleen aantrekkelijker voor mensen van buitenaf, maar ook voor de huidige bewoners. Mijn visie is een moderne toevoeging op een bestaand historisch gebouw, waarbij de moderne toevoeging meerwaarde creëert voor het totaal. Waarom alles slopen, als je er nog iets moois van kan maken? Een architectonische toevoeging aan een gerenoveerd leegstaand pand in combinatie met een herbestemming. Met als doel, de omgeving en historie niet ten onrechte doen. Mensen laten denken: -",,https://exposure.hku.nl/portfolio/4759308/layla-merkus,,,,,,,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Cool down? Green up!,"Mijn afstuderen bestaat uit 2 onderdelen: hitte-eilanden en Bottled GreenIk heb mijn afstudeeronderzoek gedaan naar hitte-eilanden. Hitte-eilanden vormen zich door de vele bebouwing en verharding vooral in de stad, de temperatuur kan tot wel 10 °C stijgen. Dit veroorzaakt vele problemen: fysiek, mentaal en zelfs het sterfte aantal stijgt. Op basis van mijn onderzoek heb ik een handboek ontwikkeld. Dit hitte-eiland handboek laat negen omgevingsfactoren zien waarmee jij het hitte-eiland probleem bij jou kan checken. Maar ik geef vooral antwoord op de belangrijkste vraag: hoe zorgen we voor een beter leefklimaat in de stad?",,https://exposure.hku.nl/portfolio/4759446/tim-pleging,boek,,,,,,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
Jopie's kar,"Mijn afstudeerproject ‘Jopie’s Kar’ brengt verschillende generaties even dichter bij elkaar. Dagelijks verbaas ik mij op straat dat het merendeel van de mensen alleen naar schermpjes staart en amper met elkaar spreekt. We leven een steeds anoniemer en geïsoleerder leven. Door de digitalisering vervreemden wij, individuen, steeds meer van elkaar. Een spontaan praatje op straat met een onbekende gaat steeds verder verloren.Jopie’s Kar brengt het spontane praatje op straat terug. We hebben meer met elkaar gemeen dan we denken en kunnen veel van elkaar leren. Met Jopie’s Kar – een fietskarretje met daarin een slim opgevouwen woonkamer - fiets ik door de stad op zoek naar plekken waar jong en oud elkaar kruisen. Op zo’n plaats stal ik het woonkamertje uit. Met een kop koffie en een koekje in de hand start het gesprek door open vragen. Op deze manier wil ik mijn medemens laten zien dat een directe ontmoeting waardevol en leuk is. In ons drukke bestaan is het belangrijk om dit in te zien.",,https://exposure.hku.nl/portfolio/4708617/amy-deboer,,,,,,,Hogeschool voor de Kunsten Utrecht,Spatial Design (Hogeschool voor de Kunsten Utrecht),Bachelor,2019
